PassengerId;Survived;Pclass;Sex;Age;SibSp;Parch;Fare;Embarked
599;0;3;male;;0;0;7,22500;C
600;1;1;male;49,00000;1;0;56,92920;C
601;1;2;female;24,00000;2;1;27,00000;S
602;0;3;male;;0;0;7,89580;S
603;0;1;male;;0;0;42,40000;S
604;0;3;male;44,00000;0;0;8,05000;S
605;1;1;male;35,00000;0;0;26,55000;C
606;0;3;male;36,00000;1;0;15,55000;S
607;0;3;male;30,00000;0;0;7,89580;S
608;1;1;male;27,00000;0;0;30,50000;S
609;1;2;female;22,00000;1;2;41,57920;C
610;1;1;female;40,00000;0;0;153,46250;S
611;0;3;female;39,00000;1;5;31,27500;S
612;0;3;male;;0;0;7,05000;S
613;1;3;female;;1;0;15,50000;Q
614;0;3;male;;0;0;7,75000;Q
615;0;3;male;35,00000;0;0;8,05000;S
616;1;2;female;24,00000;1;2;65,00000;S
617;0;3;male;34,00000;1;1;14,40000;S
618;0;3;female;26,00000;1;0;16,10000;S
619;1;2;female;4,00000;2;1;39,00000;S
620;0;2;male;26,00000;0;0;10,50000;S
621;0;3;male;27,00000;1;0;14,45420;C
622;1;1;male;42,00000;1;0;52,55420;S
623;1;3;male;20,00000;1;1;15,74170;C
624;0;3;male;21,00000;0;0;7,85420;S
625;0;3;male;21,00000;0;0;16,10000;S
626;0;1;male;61,00000;0;0;32,32080;S
627;0;2;male;57,00000;0;0;12,35000;Q
628;1;1;female;21,00000;0;0;77,95830;S
629;0;3;male;26,00000;0;0;7,89580;S
630;0;3;male;;0;0;7,73330;Q
631;1;1;male;80,00000;0;0;30,00000;S
632;0;3;male;51,00000;0;0;7,05420;S
633;1;1;male;32,00000;0;0;30,50000;C
634;0;1;male;;0;0;0,00000;S
635;0;3;female;9,00000;3;2;27,90000;S
636;1;2;female;28,00000;0;0;13,00000;S
637;0;3;male;32,00000;0;0;7,92500;S
638;0;2;male;31,00000;1;1;26,25000;S
639;0;3;female;41,00000;0;5;39,68750;S
640;0;3;male;;1;0;16,10000;S
641;0;3;male;20,00000;0;0;7,85420;S
642;1;1;female;24,00000;0;0;69,30000;C
643;0;3;female;2,00000;3;2;27,90000;S
644;1;3;male;;0;0;56,49580;S
645;1;3;female;0,75000;2;1;19,25830;C
646;1;1;male;48,00000;1;0;76,72920;C
647;0;3;male;19,00000;0;0;7,89580;S
648;1;1;male;56,00000;0;0;35,50000;C
649;0;3;male;;0;0;7,55000;S
650;1;3;female;23,00000;0;0;7,55000;S
651;0;3;male;;0;0;7,89580;S
652;1;2;female;18,00000;0;1;23,00000;S
653;0;3;male;21,00000;0;0;8,43330;S
654;1;3;female;;0;0;7,82920;Q
655;0;3;female;18,00000;0;0;6,75000;Q
656;0;2;male;24,00000;2;0;73,50000;S
657;0;3;male;;0;0;7,89580;S
658;0;3;female;32,00000;1;1;15,50000;Q
659;0;2;male;23,00000;0;0;13,00000;S
660;0;1;male;58,00000;0;2;113,27500;C
661;1;1;male;50,00000;2;0;133,65000;S
662;0;3;male;40,00000;0;0;7,22500;C
663;0;1;male;47,00000;0;0;25,58750;S
664;0;3;male;36,00000;0;0;7,49580;S
665;1;3;male;20,00000;1;0;7,92500;S
666;0;2;male;32,00000;2;0;73,50000;S
667;0;2;male;25,00000;0;0;13,00000;S
668;0;3;male;;0;0;7,77500;S
669;0;3;male;43,00000;0;0;8,05000;S
670;1;1;female;;1;0;52,00000;S
671;1;2;female;40,00000;1;1;39,00000;S
672;0;1;male;31,00000;1;0;52,00000;S
673;0;2;male;70,00000;0;0;10,50000;S
674;1;2;male;31,00000;0;0;13,00000;S
675;0;2;male;;0;0;0,00000;S
676;0;3;male;18,00000;0;0;7,77500;S
677;0;3;male;24,50000;0;0;8,05000;S
678;1;3;female;18,00000;0;0;9,84170;S
679;0;3;female;43,00000;1;6;46,90000;S
680;1;1;male;36,00000;0;1;512,32920;C
681;0;3;female;;0;0;8,13750;Q
682;1;1;male;27,00000;0;0;76,72920;C
683;0;3;male;20,00000;0;0;9,22500;S
684;0;3;male;14,00000;5;2;46,90000;S
685;0;2;male;60,00000;1;1;39,00000;S
686;0;2;male;25,00000;1;2;41,57920;C
687;0;3;male;14,00000;4;1;39,68750;S
688;0;3;male;19,00000;0;0;10,17080;S
689;0;3;male;18,00000;0;0;7,79580;S
690;1;1;female;15,00000;0;1;211,33750;S
691;1;1;male;31,00000;1;0;57,00000;S
692;1;3;female;4,00000;0;1;13,41670;C
693;1;3;male;;0;0;56,49580;S
694;0;3;male;25,00000;0;0;7,22500;C
695;0;1;male;60,00000;0;0;26,55000;S
696;0;2;male;52,00000;0;0;13,50000;S
697;0;3;male;44,00000;0;0;8,05000;S
698;1;3;female;;0;0;7,73330;Q
699;0;1;male;49,00000;1;1;110,88330;C
700;0;3;male;42,00000;0;0;7,65000;S
701;1;1;female;18,00000;1;0;227,52500;C
702;1;1;male;35,00000;0;0;26,28750;S
703;0;3;female;18,00000;0;1;14,45420;C
704;0;3;male;25,00000;0;0;7,74170;Q
705;0;3;male;26,00000;1;0;7,85420;S
706;0;2;male;39,00000;0;0;26,00000;S
707;1;2;female;45,00000;0;0;13,50000;S
708;1;1;male;42,00000;0;0;26,28750;S
709;1;1;female;22,00000;0;0;151,55000;S
710;1;3;male;;1;1;15,24580;C
711;1;1;female;24,00000;0;0;49,50420;C
712;0;1;male;;0;0;26,55000;S
713;1;1;male;48,00000;1;0;52,00000;S
714;0;3;male;29,00000;0;0;9,48330;S
715;0;2;male;52,00000;0;0;13,00000;S
716;0;3;male;19,00000;0;0;7,65000;S
717;1;1;female;38,00000;0;0;227,52500;C
718;1;2;female;27,00000;0;0;10,50000;S
719;0;3;male;;0;0;15,50000;Q
720;0;3;male;33,00000;0;0;7,77500;S
721;1;2;female;6,00000;0;1;33,00000;S
722;0;3;male;17,00000;1;0;7,05420;S
723;0;2;male;34,00000;0;0;13,00000;S
724;0;2;male;50,00000;0;0;13,00000;S
725;1;1;male;27,00000;1;0;53,10000;S
726;0;3;male;20,00000;0;0;8,66250;S
727;1;2;female;30,00000;3;0;21,00000;S
728;1;3;female;;0;0;7,73750;Q
729;0;2;male;25,00000;1;0;26,00000;S
730;0;3;female;25,00000;1;0;7,92500;S
731;1;1;female;29,00000;0;0;211,33750;S
732;0;3;male;11,00000;0;0;18,78750;C
733;0;2;male;;0;0;0,00000;S
734;0;2;male;23,00000;0;0;13,00000;S
735;0;2;male;23,00000;0;0;13,00000;S
736;0;3;male;28,50000;0;0;16,10000;S
737;0;3;female;48,00000;1;3;34,37500;S
738;1;1;male;35,00000;0;0;512,32920;C
739;0;3;male;;0;0;7,89580;S
740;0;3;male;;0;0;7,89580;S
741;1;1;male;;0;0;30,00000;S
742;0;1;male;36,00000;1;0;78,85000;S
743;1;1;female;21,00000;2;2;262,37500;C
744;0;3;male;24,00000;1;0;16,10000;S
745;1;3;male;31,00000;0;0;7,92500;S
746;0;1;male;70,00000;1;1;71,00000;S
747;0;3;male;16,00000;1;1;20,25000;S
748;1;2;female;30,00000;0;0;13,00000;S
749;0;1;male;19,00000;1;0;53,10000;S
750;0;3;male;31,00000;0;0;7,75000;Q
751;1;2;female;4,00000;1;1;23,00000;S
752;1;3;male;6,00000;0;1;12,47500;S
753;0;3;male;33,00000;0;0;9,50000;S
754;0;3;male;23,00000;0;0;7,89580;S
755;1;2;female;48,00000;1;2;65,00000;S
756;1;2;male;0,67000;1;1;14,50000;S
757;0;3;male;28,00000;0;0;7,79580;S
758;0;2;male;18,00000;0;0;11,50000;S
759;0;3;male;34,00000;0;0;8,05000;S
760;1;1;female;33,00000;0;0;86,50000;S
761;0;3;male;;0;0;14,50000;S
762;0;3;male;41,00000;0;0;7,12500;S
763;1;3;male;20,00000;0;0;7,22920;C
764;1;1;female;36,00000;1;2;120,00000;S
765;0;3;male;16,00000;0;0;7,77500;S
766;1;1;female;51,00000;1;0;77,95830;S
767;0;1;male;;0;0;39,60000;C
768;0;3;female;30,50000;0;0;7,75000;Q
769;0;3;male;;1;0;24,15000;Q
770;0;3;male;32,00000;0;0;8,36250;S
771;0;3;male;24,00000;0;0;9,50000;S
772;0;3;male;48,00000;0;0;7,85420;S
773;0;2;female;57,00000;0;0;10,50000;S
774;0;3;male;;0;0;7,22500;C
775;1;2;female;54,00000;1;3;23,00000;S
776;0;3;male;18,00000;0;0;7,75000;S
777;0;3;male;;0;0;7,75000;Q
778;1;3;female;5,00000;0;0;12,47500;S
779;0;3;male;;0;0;7,73750;Q
780;1;1;female;43,00000;0;1;211,33750;S
781;1;3;female;13,00000;0;0;7,22920;C
782;1;1;female;17,00000;1;0;57,00000;S
783;0;1;male;29,00000;0;0;30,00000;S
784;0;3;male;;1;2;23,45000;S
785;0;3;male;25,00000;0;0;7,05000;S
786;0;3;male;25,00000;0;0;7,25000;S
787;1;3;female;18,00000;0;0;7,49580;S
788;0;3;male;8,00000;4;1;29,12500;Q
789;1;3;male;1,00000;1;2;20,57500;S
790;0;1;male;46,00000;0;0;79,20000;C
791;0;3;male;;0;0;7,75000;Q
792;0;2;male;16,00000;0;0;26,00000;S
793;0;3;female;;8;2;69,55000;S
794;0;1;male;;0;0;30,69580;C
795;0;3;male;25,00000;0;0;7,89580;S
796;0;2;male;39,00000;0;0;13,00000;S
797;1;1;female;49,00000;0;0;25,92920;S
798;1;3;female;31,00000;0;0;8,68330;S
799;0;3;male;30,00000;0;0;7,22920;C
800;0;3;female;30,00000;1;1;24,15000;S
801;0;2;male;34,00000;0;0;13,00000;S
802;1;2;female;31,00000;1;1;26,25000;S
803;1;1;male;11,00000;1;2;120,00000;S
804;1;3;male;0,42000;0;1;8,51670;C
805;1;3;male;27,00000;0;0;6,97500;S
806;0;3;male;31,00000;0;0;7,77500;S
807;0;1;male;39,00000;0;0;0,00000;S
808;0;3;female;18,00000;0;0;7,77500;S
809;0;2;male;39,00000;0;0;13,00000;S
810;1;1;female;33,00000;1;0;53,10000;S
811;0;3;male;26,00000;0;0;7,88750;S
812;0;3;male;39,00000;0;0;24,15000;S
813;0;2;male;35,00000;0;0;10,50000;S
814;0;3;female;6,00000;4;2;31,27500;S
815;0;3;male;30,50000;0;0;8,05000;S
816;0;1;male;;0;0;0,00000;S
817;0;3;female;23,00000;0;0;7,92500;S
818;0;2;male;31,00000;1;1;37,00420;C
819;0;3;male;43,00000;0;0;6,45000;S
820;0;3;male;10,00000;3;2;27,90000;S
821;1;1;female;52,00000;1;1;93,50000;S
822;1;3;male;27,00000;0;0;8,66250;S
823;0;1;male;38,00000;0;0;0,00000;S
824;1;3;female;27,00000;0;1;12,47500;S
825;0;3;male;2,00000;4;1;39,68750;S
826;0;3;male;;0;0;6,95000;Q
827;0;3;male;;0;0;56,49580;S
828;1;2;male;1,00000;0;2;37,00420;C
829;1;3;male;;0;0;7,75000;Q
830;1;1;female;62,00000;0;0;80,00000;
831;1;3;female;15,00000;1;0;14,45420;C
832;1;2;male;0,83000;1;1;18,75000;S
833;0;3;male;;0;0;7,22920;C
834;0;3;male;23,00000;0;0;7,85420;S
835;0;3;male;18,00000;0;0;8,30000;S
836;1;1;female;39,00000;1;1;83,15830;C
837;0;3;male;21,00000;0;0;8,66250;S
838;0;3;male;;0;0;8,05000;S
839;1;3;male;32,00000;0;0;56,49580;S
840;1;1;male;;0;0;29,70000;C
841;0;3;male;20,00000;0;0;7,92500;S
842;0;2;male;16,00000;0;0;10,50000;S
843;1;1;female;30,00000;0;0;31,00000;C
844;0;3;male;34,50000;0;0;6,43750;C
845;0;3;male;17,00000;0;0;8,66250;S
846;0;3;male;42,00000;0;0;7,55000;S
847;0;3;male;;8;2;69,55000;S
848;0;3;male;35,00000;0;0;7,89580;C
849;0;2;male;28,00000;0;1;33,00000;S
850;1;1;female;;1;0;89,10420;C
851;0;3;male;4,00000;4;2;31,27500;S
852;0;3;male;74,00000;0;0;7,77500;S
853;0;3;female;9,00000;1;1;15,24580;C
854;1;1;female;16,00000;0;1;39,40000;S
855;0;2;female;44,00000;1;0;26,00000;S
856;1;3;female;18,00000;0;1;9,35000;S
857;1;1;female;45,00000;1;1;164,86670;S
858;1;1;male;51,00000;0;0;26,55000;S
859;1;3;female;24,00000;0;3;19,25830;C
860;0;3;male;;0;0;7,22920;C
861;0;3;male;41,00000;2;0;14,10830;S
862;0;2;male;21,00000;1;0;11,50000;S
863;1;1;female;48,00000;0;0;25,92920;S
864;0;3;female;;8;2;69,55000;S
865;0;2;male;24,00000;0;0;13,00000;S
866;1;2;female;42,00000;0;0;13,00000;S
867;1;2;female;27,00000;1;0;13,85830;C
868;0;1;male;31,00000;0;0;50,49580;S
869;0;3;male;;0;0;9,50000;S
870;1;3;male;4,00000;1;1;11,13330;S
871;0;3;male;26,00000;0;0;7,89580;S
872;1;1;female;47,00000;1;1;52,55420;S
873;0;1;male;33,00000;0;0;5,00000;S
874;0;3;male;47,00000;0;0;9,00000;S
875;1;2;female;28,00000;1;0;24,00000;C
876;1;3;female;15,00000;0;0;7,22500;C
877;0;3;male;20,00000;0;0;9,84580;S
878;0;3;male;19,00000;0;0;7,89580;S
879;0;3;male;;0;0;7,89580;S
880;1;1;female;56,00000;0;1;83,15830;C
881;1;2;female;25,00000;0;1;26,00000;S
882;0;3;male;33,00000;0;0;7,89580;S
883;0;3;female;22,00000;0;0;10,51670;S
884;0;2;male;28,00000;0;0;10,50000;S
885;0;3;male;25,00000;0;0;7,05000;S
886;0;3;female;39,00000;0;5;29,12500;Q
887;0;2;male;27,00000;0;0;13,00000;S
888;1;1;female;19,00000;0;0;30,00000;S
889;0;3;female;;1;2;23,45000;S
890;1;1;male;26,00000;0;0;30,00000;C
891;0;3;male;32,00000;0;0;7,75000;Q
